OrcPitBossBody	body of the orc pit boss	1	1	1	0	TID_NONE	ATCK_WEAP_WHIP	0	1-1	SPEED_NONE	MOB_NOMOVE	AI_NOMOVE| AI_NOFIGHT	0	BossBody.kod	BossBody.kod:51	BossBody.kod:52	BossBody.kod:53	BossBody.kod:46
KocatanCaptainEvil	Xacal ko'Ixca	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_RANDOM | MOB_LISTEN | MOB_RECEIVE | MOB_NOMOVE | MOB_FULL_TALK	AI_NPC | AI_NOMOVE	MOB_ROLE_SERGEANT	towns/kocatwn/kcguardE.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
KocatanCaptainGood	Cital ko'Manca	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_RANDOM | MOB_LISTEN | MOB_RECEIVE | MOB_NOMOVE | MOB_FULL_TALK	AI_NPC | AI_NOMOVE	MOB_ROLE_SERGEANT	towns/kocatwn/kcguardG.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
KocatanInnkeeper	Moxal ix'Hanak	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_SELLER | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_RECEIVE | MOB_COND_SELLER	AI_NPC | AI_NOMOVE	MOB_ROLE_INNKEEPER	towns/kocatwn/kcinnk.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
KocatanLanguageMaster	Quetzal	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_SELLER | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_RECEIVE	AI_NPC | AI_NOMOVE	MOB_ROLE_SCHOLAR	towns/kocatwn/kclangua.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
KocatanMadScientist	Bahal zax'Ot	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_RECEIVE	AI_NPC | AI_NOMOVE	MOB_ROLE_WIZARD	towns/kocatwn/kcmadsci.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
kocatanTradeMaster	Wulfgang zax'Ak	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_SELLER | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_RECEIVE | MOB_BUYER | MOB_COND_SELLER	AI_NPC | AI_NOMOVE	MOB_ROLE_MERCHANT	towns/kocatwn/kcmerch.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
Kocatansentry	sentry	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_RECEIVE | MOB_NOQUEST	AI_NPC | AI_NOMOVE	MOB_ROLE_GUARD	towns/kocatwn/kcsentry.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
KocatanShopkeeper	Pacal ix'Anoak	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_SELLER | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_BUYER | MOB_FULL_TALK	AI_NPC | AI_NOMOVE	MOB_ROLE_MERCHANT	towns/kocatwn/kcshopk.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
KocatanBlacksmith	Ixla cha'Totlak	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_SELLER | MOB_RANDOM | MOB_NOMOVE | MOB_LISTEN | MOB_BUYER | MOB_TEACHER | MOB_COND_SELLER | MOB_LAWFUL	AI_NPC | AI_NOMOVE	MOB_ROLE_BLACKSMITH	towns/kocatwn/kcsmith.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
KocatanTailor	Tepal ix'Zonak	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_SELLER | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_RECEIVE | MOB_COND_SELLER | MOB_BUYER	AI_NPC | AI_NOMOVE	MOB_ROLE_TAILOR	towns/kocatwn/kctailor.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
KocatanVaultman	Itzal cha'Nosak	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_SELLER | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_RECEIVE | MOB_VAULTMAN	AI_NPC | AI_NOMOVE	MOB_ROLE_VAULTMAN	towns/kocatwn/kcvaultm.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
KocatanWeaponsMaster	Kochtal ko'Tulca	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_SELLER | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_RECEIVE | MOB_TEACHER | MOB_COND_SELLER	AI_NPC | AI_NOMOVE	MOB_ROLE_SCHOLAR	towns/kocatwn/kcweapon.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
MarionBartender	Tova	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_RECEIVE | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_SELLER | MOB_COND_SELLER | MOB_FULL_TALK	AI_NPC | AI_NOMOVE	MOB_ROLE_BARTENDER	towns/marntwn/mrbart.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
MarionElder	Ran er'Hoth	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_RANDOM | MOB_LISTEN | MOB_NOFIGHT | MOB_NOMOVE | MOB_TEACHER | MOB_RECEIVE | MOB_COND_SELLER	AI_NPC | AI_NOMOVE	MOB_ROLE_ELDER	towns/marntwn/MrElder.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
MarionHealer	Lady Aftyn	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_NOMOVE | MOB_LISTEN | MOB_SELLER | MOB_RECEIVE | MOB_TEACHER	AI_NPC | AI_NOMOVE	MOB_ROLE_HEALER	towns/marntwn/mrhealer.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
MarionInnkeeper	Morrigan	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_NOMOVE | MOB_LISTEN | MOB_BUYER | MOB_SELLER | MOB_LISTEN_MOB | MOB_FULL_TALK	AI_NPC | AI_NOMOVE	MOB_ROLE_INNKEEPER	towns/marntwn/mrinnk.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
MarionBlacksmith	Colhorr	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOMOVE | MOB_NOFIGHT | MOB_TEACHER | MOB_RANDOM | MOB_LISTEN | MOB_BUYER | MOB_SELLER	AI_NPC | AI_NOMOVE	MOB_ROLE_BLACKSMITH	towns/marntwn/MrSmith.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
MarionUrchin	urchin	25	25	0	10	TID_WIMPY	ATCK_WEAP_HIT	0	1-2	10	MOB_SPASM	AI_NPC | AI_NOMOVE	MOB_ROLE_URCHIN	towns/marntwn/mrurchin.kod	monster.kod:231	monster.kod:230	towns/marntwn/mrurchin.kod:62	towns/marntwn/mrurchin.kod:52
BasicInnKeeper	Rycksher	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_SELLER | MOB_NOQUEST | MOB_RECEIVE	AI_NPC | AI_NOMOVE	MOB_ROLE_INNKEEPER	towns/tostwn/basicinn.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
DukeGuard	Keep Guard	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_NOMOVE | MOB_LISTEN | MOB_RANDOM | MOB_NOQUEST	AI_NPC | AI_NOMOVE	MOB_ROLE_GUARD	towns/tostwn/dkgrd.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
TosApothecary	Frisconar	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_TEACHER | MOB_NOMOVE | MOB_RANDOM | MOB_LISTEN | MOB_BUYER | MOB_SELLER | MOB_LAWFUL | MOB_COND_SELLER	AI_NPC | AI_NOMOVE	MOB_ROLE_APOTHECARY	towns/tostwn/TsApoth.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
TosBanker	Skivlat	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_BANKER | MOB_NOMOVE | MOB_LISTEN | MOB_RANDOM | MOB_RECEIVE | MOB_SELLER | MOB_LAWFUL | MOB_NOQUEST	AI_NPC | AI_NOMOVE	MOB_ROLE_BANKER	towns/tostwn/TsBanker.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
TosInnKeeper	Paddock	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_RECEIVE | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_SELLER | MOB_COND_SELLER | MOB_LAWFUL	AI_NPC | AI_NOMOVE	MOB_ROLE_INNKEEPER	towns/tostwn/TsInnK.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
TosBlacksmith	Fehr'loi Qan	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_SELLER | MOB_RANDOM | MOB_NOMOVE | MOB_LISTEN | MOB_BUYER | MOB_TEACHER | MOB_COND_SELLER | MOB_LAWFUL	AI_NPC | AI_NOMOVE	MOB_ROLE_BLACKSMITH	towns/tostwn/TsSmith.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
TosUrchin	urchin	25	25	0	10	TID_WIMPY	ATCK_WEAP_HIT	0	1-2	10	MOB_SPASM	AI_NPC | AI_NOMOVE	MOB_ROLE_URCHIN	towns/tostwn/TsUrchin.kod	monster.kod:231	monster.kod:230	towns/tostwn/TsUrchin.kod:62	towns/tostwn/TsUrchin.kod:52
TosWatcher	Watcher	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOMOVE | MOB_FULL_TALK | MOB_LISTEN | MOB_NOFIGHT | MOB_NOQUEST	AI_NPC | AI_NOMOVE	MOB_ROLE_WATCHER	towns/tostwn/tswatch.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
DarkWizard	Maleval	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_RECEIVE | MOB_TEACHER	AI_NPC | AI_NOMOVE	MOB_ROLE_WIZARD	towns/wanderer/dkwizard.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
Heretic	Miriana	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_RECEIVE | MOB_TEACHER	AI_NPC | AI_NOMOVE	MOB_ROLE_PRIESTESS	towns/wanderer/heretic.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
HunterGhost	Tendrath	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_RECEIVE | MOB_TEACHER | MOB_SELLER	AI_NPC | AI_NOMOVE	MOB_ROLE_WIZARD	towns/wanderer/huntghst.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
Izzio	Izzio_name_rsc	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_BUYER | MOB_SELLER	AI_NPC | AI_NOMOVE	MOB_ROLE_MERCHANT	towns/wanderer/izzio.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
JealousGeneral	Jonas D'Accor	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_RECEIVE | MOB_TEACHER	AI_NPC | AI_NOMOVE	MOB_ROLE_SERGEANT	towns/wanderer/jGeneral.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
Minstrel	Parrin Aragone	25	25	0	0	TID_NONE	ATCK_WEAP_HIT	0	1-2	SPEED_AVERAGE	MOB_NOFIGHT | MOB_RANDOM | MOB_LISTEN | MOB_NOMOVE | MOB_RECEIVE | MOB_TEACHER | MOB_SELLER	AI_NPC | AI_NOMOVE	MOB_ROLE_BARD	towns/wanderer/minstrel.kod	monster.kod:231	monster.kod:230	monster.kod:227	monster.kod:214
Centipede	centipede	30	30	5	15	TID_WIMPY_MEDIUM	ATCK_WEAP_BITE	0	2-3	SPEED_FAST	0	0	0	centip.kod	centip.kod:48	centip.kod:49	centip.kod:50	centip.kod:43
GiantRat	giant rat	30	30	1	-20	TID_RAT	ATCK_WEAP_CLAW	0	2-3	SPEED_FAST	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_SWITCHALOT	0	giarat.kod	giarat.kod:48	giarat.kod:49	giarat.kod:50	giarat.kod:43
Slime	slime	35	35	4	0	TID_WIMPY_MEDIUM	ATCK_WEAP_HIT	ATCK_SPELL_ACID	2-3	SPEED_SLOW	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_SINGLEMINDED	0	slime.kod	slime.kod:48	slime.kod:49	slime.kod:50	slime.kod:44
GroundWormLarva	groundworm larva	35	35	3	-10	TID_WORM_LARVA	ATCK_WEAP_HIT	ATCK_SPELL_ACID	2-3	SPEED_SLOW	0	AI_FIGHT_KARMA_AGGRESSIVE	0	grdworm/larva.kod	grdworm/larva.kod:55	grdworm/larva.kod:56	grdworm/larva.kod:57	grdworm/larva.kod:52
Ant	ant	40	48	4	-10	TID_WIMPY_MEDIUM	ATCK_WEAP_BITE	0	2-4	SPEED_SLOW	MOB_SPASM	AI_FIGHT_AGGRESSIVE | AI_FIGHT_WIZARD_KILLER	0	ant.kod	ant.kod:49	ant.kod:50	ant.kod:51	ant.kod:56
SpectralMummy	spectral mummy	40	48	5	-35	TID_MUMMY	ATCK_WEAP_HIT	0	2-4	SPEED_SLOW	0	AI_FIGHT_AGGRESSIVE | AI_MOVE_FLEE_FRIGHTENERS	0	specmum.kod	specmum.kod:50	specmum.kod:51	specmum.kod:52	specmum.kod:48
Orc	orc	45	54	6	-40	TID_ORC	ATCK_WEAP_SLASH	0	3-4	SPEED_AVERAGE	0	AI_FIGHT_AGGRESSIVE | AI_MOVE_FLEE_FRIGHTENERS | AI_FIGHT_SWITCHALOT	0	orc.kod	orc.kod:51	orc.kod:52	orc.kod:53	orc.kod:46
Reflection	reflection	45	54	4	0	TID_NONE	ATCK_WEAP_SLASH	0	3-4	SPEED_AVERAGE	0	AI_FIGHT_MONSTERS | AI_FIGHT_NEWBIESAFE | AI_FIGHT_AGGRESSIVE	0	reflectn.kod	reflectn.kod:56	reflectn.kod:57	reflectn.kod:58	reflectn.kod:51
DuskRat	dusk rat	50	60	6	-40	TID_RAT	ATCK_WEAP_CLAW	0	3-5	SPEED_VERY_FAST	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_SWITCHALOT | AI_MOVE_REGROUP	0	duskrat.kod	duskrat.kod:60	duskrat.kod:61	duskrat.kod:62	duskrat.kod:55
Ent	living tree	50	60	4	40	TID_ENT	ATCK_WEAP_WHIP	0	3-5	SPEED_NONE	MOB_NOMOVE	AI_NOMOVE | AI_FIGHT_KARMA_AGGRESSIVE	0	ent.kod	ent.kod:56	ent.kod:57	ent.kod:58	ent.kod:51
EvilEnt	diseased tree	50	60	4	-40	TID_ENT	ATCK_WEAP_WHIP	0	3-5	SPEED_NONE	MOB_NOMOVE	AI_NOMOVE | AI_FIGHT_KARMA_AGGRESSIVE	0	evilent.kod	evilent.kod:54	evilent.kod:55	evilent.kod:56	evilent.kod:49
FungusBeast	fungus beast	50	60	1	10	TID_MEDIUM	ATCK_WEAP_HIT	0	3-5	SPEED_VERY_SLOW	MOB_SPASM	AI_FIGHT_AGGRESSIVE | AI_FIGHT_WIZARD_KILLER	0	fungbst.kod	fungbst.kod:57	fungbst.kod:58	fungbst.kod:59	fungbst.kod:54
Spider	spider	50	60	4	-30	TID_MEDIUM_TOUGH	ATCK_WEAP_BITE	0	3-5	SPEED_AVERAGE	MOB_SPASM	AI_MOVE_REGROUP | AI_FIGHT_AGGRESSIVE	0	spider.kod	spider.kod:48	spider.kod:49	spider.kod:50	spider.kod:44
DukeTroop	soldier of the Duke's army	50	60	2	0	TID_NONE	ATCK_WEAP_SLASH	0	3-5	SPEED_AVERAGE	0	AI_FIGHT_NEWBIESAFE | AI_MOVE_REGROUP	0	troop/duketr.kod	troop/duketr.kod:52	troop/duketr.kod:53	troop.kod:189	troop.kod:159
PrincessTroop	soldier of the Princess' army	50	60	2	0	TID_NONE	ATCK_WEAP_SLASH	0	3-5	SPEED_AVERAGE	0	AI_FIGHT_NEWBIESAFE | AI_MOVE_REGROUP	0	troop/printr.kod	troop/printr.kod:52	troop/printr.kod:53	troop.kod:189	troop.kod:159
RebelTroop	rebel soldier	50	60	2	0	TID_NONE	ATCK_WEAP_SLASH	0	3-5	SPEED_AVERAGE	0	AI_FIGHT_NEWBIESAFE | AI_MOVE_REGROUP	0	troop/rebeltr.kod	troop/rebeltr.kod:53	troop/rebeltr.kod:54	troop.kod:189	troop.kod:159
Revenant	revenant	55	66	5	20	TID_NONE	ATCK_WEAP_SLASH	0	3-5	SPEED_FAST	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_SINGLEMINDED | AI_MOVE_WALKTHROUGH_WALLS | AI_FIGHT_THROUGH_WALLS	0	revenant.kod	revenant.kod:59	revenant.kod:60	revenant.kod:61	monster.kod:214
Scorpion	giant scorpion	55	66	8	20	TID_MEDIUM_TOUGH	ATCK_WEAP_STING	0	3-5	SPEED_FAST	0	0	0	scorpion.kod	scorpion.kod:48	scorpion.kod:49	scorpion.kod:50	scorpion.kod:44
Zombie	zombie	55	66	4	-45	TID_ZOMBIE	ATCK_WEAP_SLASH	0	3-5	SPEED_VERY_SLOW	0	AI_FIGHT_KARMA_AGGRESSIVE | AI_MOVE_FLEE_FRIGHTENERS	0	zombie.kod	zombie.kod:64	zombie.kod:50	zombie.kod:51	zombie.kod:63
EvilFairy	teotimixlal	60	72	5	-50	TID_FAIRY	0	ATCK_SPELL_SHOCK	4-6	SPEED_VERY_FAST	0	AI_MOVE_REGROUP | AI_FIGHT_MONSTERS | AI_FIGHT_KARMA_AGGRESSIVE	0	evfairy.kod	evfairy.kod:55	evfairy.kod:56	evfairy.kod:68	evfairy.kod:49
Fairy	fey elhai	60	72	5	50	TID_FAIRY	0	ATCK_SPELL_SHOCK	4-6	SPEED_VERY_FAST	0	AI_MOVE_REGROUP | AI_FIGHT_MONSTERS | AI_FIGHT_KARMA_AGGRESSIVE	0	fairy.kod	fairy.kod:55	fairy.kod:56	fairy.kod:66	fairy.kod:47
flytrap	Man-eating Plant	60	72	5	-25	TID_LOW_HUMAN	0	0	4-6	SPEED_VERY_SLOW	0	0	0	flytrap.kod	flytrap.kod:44	flytrap.kod:45	flytrap.kod:46	flytrap.kod:38
SnowRat	snow rat	60	72	4	-50	TID_RAT	ATCK_WEAP_CLAW	0	4-6	SPEED_FAST	0	AI_FIGHT_AGGRESSIVE	0	snowrat.kod	snowrat.kod:48	snowrat.kod:49	snowrat.kod:50	snowrat.kod:43
BatteredSkeleton	battered skeleton	60	72	4	-70	TID_SKELETON2	ATCK_WEAP_THRUST	0	4-6	SPEED_AVERAGE	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_SWITCHALOT | AI_MOVE_FLEE_FRIGHTENERS	0	skel/batrskel.kod	skel/batrskel.kod:52	skel/batrskel.kod:53	skel/batrskel.kod:54	skel/batrskel.kod:48
NecromancerTroop	necromancer	60	72	4	-40	TID_NONE	ATCK_WEAP_SLASH	0	4-6	SPEED_AVERAGE	0	AI_FIGHT_NEWBIESAFE | AI_MOVE_REGROUP	0	troop/necrotr.kod	troop/necrotr.kod:60	troop/necrotr.kod:61	troop/necrotr.kod:83	troop.kod:159
RedAnt	mutant ant	65	78	8	-40	TID_TOUGH	ATCK_WEAP_BITE	0	4-6	SPEED_AVERAGE	MOB_SPASM	AI_FIGHT_AGGRESSIVE | AI_FIGHT_WIZARD_KILLER	0	redant.kod	redant.kod:48	redant.kod:49	redant.kod:50	redant.kod:44
Frogman	frogman	70	84	5	80	TID_FROGMAN	ATCK_WEAP_PIERCE	0	4-7	SPEED_AVERAGE	0	AI_FIGHT_KARMA_AGGRESSIVE	0	frogman.kod	frogman.kod:50	frogman.kod:51	frogman.kod:52	frogman.kod:45
DeathSpider	black spider	75	90	5	-30	TID_BLACK_SPIDER	ATCK_WEAP_BITE	0	5-7	SPEED_AVERAGE	MOB_SPASM	AI_MOVE_REGROUP | AI_FIGHT_AGGRESSIVE	0	dethspid.kod	dethspid.kod:54	dethspid.kod:55	dethspid.kod:56	dethspid.kod:50
LivingStatue	statue	75	90	5	-40	TID_MEDIUM_TOUGH	ATCK_WEAP_SLASH	0	5-7	SPEED_NONE	0	0	0	lvstatue.kod	lvstatue.kod:169	lvstatue.kod:170	lvstatue.kod:151	lvstatue.kod:142
Skeleton	skeleton	75	90	5	-50	TID_TOUGH	ATCK_WEAP_THRUST	0	5-7	SPEED_AVERAGE	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_SWITCHALOT | AI_MOVE_FLEE_FRIGHTENERS	0	skel.kod	skel.kod:48	skel.kod:49	skel.kod:50	skel.kod:44
CaveOrc	cave orc	80	96	7	-55	TID_CAVE_ORC	ATCK_WEAP_SLASH	0	5-8	SPEED_FAST	0	AI_FIGHT_AGGRESSIVE | AI_MOVE_FLEE_FRIGHTENERS | AI_FIGHT_HYPERAGGRESSIVE | AI_FIGHT_SWITCHALOT	0	orccave.kod	orccave.kod:49	orccave.kod:50	orccave.kod:51	orccave.kod:44
OrcWizard	orc wizard	80	96	7	-60	TID_ORC_WIZARD	ATCK_WEAP_BLUDGEON	0	5-8	SPEED_AVERAGE	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_HYPERAGGRESSIVE | AI_MOVE_FLEE_FRIGHTENERS	0	orcwiza.kod	orcwiza.kod:70	orcwiza.kod:71	orcwiza.kod:72	orcwiza.kod:65
FactionTroop	faction troop	80	96	4	0	TID_NONE	ATCK_WEAP_SLASH	0	5-8	SPEED_AVERAGE	0	AI_FIGHT_NEWBIESAFE | AI_MOVE_REGROUP	0	troop.kod	troop.kod:186	troop.kod:187	troop.kod:189	troop.kod:159
Iceperson	ice creature	90	108	8	75	TID_ICE_PERSON	ATCK_WEAP_PIERCE	ATCK_SPELL_COLD	6-9	SPEED_SLOW	0	AI_FIGHT_KARMA_AGGRESSIVE | AI_FIGHT_WIZARD_KILLER | AI_MOVE_FLEE_FRIGHTENERS | AI_MOVE_REGROUP	0	iceper.kod	iceper.kod:119	iceper.kod:120	iceper.kod:121	iceper.kod:112
Troll	troll	90	108	8	-75	TID_HIGH_HUMAN	ATCK_WEAP_HIT	0	6-9	SPEED_AVERAGE	0	AI_FIGHT_AGGRESSIVE	0	troll.kod	troll.kod:46	troll.kod:47	troll.kod:48	troll.kod:43
AvarShaman	peet-seeeep avar shaman	100	120	8	80	TID_AVAR_SHAMAN	ATCK_WEAP_PIERCE	ATCK_SPELL_QUAKE	6-10	SPEED_SLOW	0	AI_FIGHT_AGGRESSIVE | AI_MOVE_OPTIMAL_RANGE | AI_FIGHT_MONSTERS	0	avshaman.kod	avshaman.kod:84	avshaman.kod:85	avshaman.kod:86	avshaman.kod:79
GroundWorm	groundworm	100	120	5	30	TID_TOUGH	ATCK_WEAP_HIT	ATCK_SPELL_ACID	6-10	SPEED_FAST	0	AI_FIGHT_AGGRESSIVE	0	grdworm.kod	grdworm.kod:64	grdworm.kod:65	grdworm.kod:66	grdworm.kod:60
Guard	guard cow	100	120	5	100	TID_NONE	ATCK_WEAP_BITE	0	6-10	SPEED_FAST	0	AI_FIGHT_MURDERERS	0	guard.kod	guard.kod:45	guard.kod:46	guard.kod:47	monster.kod:214
TuskedSkeleton	tusked skeleton	100	120	6	-70	TID_SKELETON3	ATCK_WEAP_SLASH	0	6-10	SPEED_FAST	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_SWITCHALOT | AI_MOVE_FLEE_FRIGHTENERS	0	skel/tuskskel.kod	skel/tuskskel.kod:48	skel/tuskskel.kod:49	skel/tuskskel.kod:50	skel/tuskskel.kod:44
Lupogg	lupogg	105	126	9	75	TID_VERY_TOUGH	ATCK_WEAP_BITE	0	7-10	2	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_WIZARD_KILLER	0	lupogg.kod	lupogg.kod:49	lupogg.kod:50	lupogg.kod:51	lupogg.kod:45
OrcPitBoss	orc pit boss	115	138	7	-90	TID_ORC_CHIEF	ATCK_WEAP_SLASH	0	7-11	SPEED_FAST	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_HYPERAGGRESSIVE | AI_FIGHT_SWITCHALOT	0	orcboss.kod	orcboss.kod:60	orcboss.kod:61	orcboss.kod:62	orcboss.kod:55
Avar	peet-seeeep avar warrior	120	144	7	40	TID_AVAR	ATCK_WEAP_BLUDGEON	0	8-12	SPEED_AVERAGE	0	AI_MOVE_REGROUP | AI_FIGHT_AGGRESSIVE | AI_FIGHT_MONSTERS	0	avar.kod	avar.kod:69	avar.kod:70	avar.kod:71	avar.kod:65
DragonFly	dragonfly	120	144	6	40	TID_DRAGONFLY	ATCK_WEAP_PIERCE	0	8-12	SPEED_AVERAGE	0	AI_FIGHT_AGGRESSIVE	0	dfly.kod	dfly.kod:69	dfly.kod:70	dfly.kod:71	dfly.kod:65
DragonFlyPet	pet dragonfly	120	144	6	40	TID_NONE	ATCK_WEAP_PIERCE	0	8-12	SPEED_AVERAGE	0	AI_FIGHT_AGGRESSIVE | AI_FIGHT_NEWBIESAFE	0	dflypet.kod	dflypet.kod:70	dflypet.kod:71	dflypet.kod:72	dflypet.kod:66
